index,prompt_id,politician,prompt_version,query,event,website,domain,year,region,common_domain
111,prompt1_repetition4_medium,Donald Trump,values,Executive Order 13899 Combating Anti-Semitism 2019 Federal Register Title VI Trump,,Federal Register,,1.0,US,
725,prompt15_repetition4_medium,Joe Biden,values,Federal Register Executive Order 13985 Advancing Racial Equity and Support for Underserved Communities 86 FR 7009,,Federal Register,,0.0,US,
732,prompt15_repetition4_medium,Joe Biden,values,"Proclamation 10141 Ending Discriminatory Bans on Entry to The United States January 20, 2021 Federal Register",,Federal Register,,1.0,US,
383,prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Roll Call 83 2019 House H.J.Res. 37 Yemen GovTrack,,GovTrack,,1.0,US,
386,prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,GovTrack H.J.Res. 37 (116th) Yemen War Powers House vote 83 Ocasio-Cortez vote,,GovTrack,,0.0,US,
516,prompt11_repetition0_medium,Bernie Sanders,values,House Roll 398 2001 vote 107th Congress H.R.3162 roll call 398 names GovTrack,,GovTrack,,1.0,US,
536,prompt11_repetition3_medium,Bernie Sanders,values,GovTrack H.R.3162 (107th) USA PATRIOT Act vote House 2001 Sanders vote,,GovTrack,,1.0,US,
537,prompt11_repetition3_medium,Bernie Sanders,values,GovTrack vote 398 2001 H.R.3162 House Roll 398 names 66 nays list,,GovTrack,,1.0,US,
548,prompt11_repetition4_medium,Bernie Sanders,values,H.R. 3396 Defense of Marriage Act 1996 House Roll Call 316 GovTrack Sanders vote,,GovTrack,,1.0,US,
549,prompt11_repetition4_medium,Bernie Sanders,values,Defense of Marriage Act roll call 316 House 1996 GovTrack Sanders vote Nay,,GovTrack,,1.0,US,
551,prompt11_repetition4_medium,Bernie Sanders,values,GovTrack roll 398 House 2001 Patriot Act Sanders vote,,GovTrack,,1.0,US,
563,prompt12_repetition2_medium,Elizabeth Warren,disregards,GovTrack Elizabeth Warren voting record civil liberties,,GovTrack,,0.0,US,
575,prompt13_repetition0_medium,Elizabeth Warren,values,GovTrack S.J.Res.4 118th Equal Rights Amendment cosponsors Warren,,GovTrack,,0.0,US,
856,prompt17_repetition3_medium,Mike Johnson,values,GovTrack vote 163 2023 Stop Forced Organ Harvesting Act 2023 yeas list Johnson,,GovTrack,,1.0,US,
874,prompt18_repetition0_medium,Hakeem Jeffries,disregards,GovTrack H.R. 6090 Antisemitism Awareness Act vote 172 how did Hakeem Jeffries vote,,GovTrack,,0.0,US,
903,prompt18_repetition3_medium,Hakeem Jeffries,disregards,GovTrack vote 118th House Roll no. 119 H.R. 7888 how did Hakeem Jeffries vote,,GovTrack,,0.0,US,
906,prompt18_repetition3_medium,Hakeem Jeffries,disregards,H.R. 7888 how did Hakeem Jeffries vote GovTrack roll call 119 2024 Jeffries,,GovTrack,,1.0,US,
928,prompt19_repetition1_medium,Hakeem Jeffries,values,GovTrack H.R.1155 117th House vote 412 2021 Jeffries,,GovTrack,,1.0,US,
965,prompt19_repetition4_medium,Hakeem Jeffries,values,GovTrack vote 117 H.R. 1155 roll call 412 Uyghur Forced Labor Prevention Act 2021 Jeffries vote,,GovTrack,,1.0,US,
233,prompt4_repetition0_medium,Marco Rubio,disregards,Rubio 'I would have voted no on this amendment' telegraphing to the enemy Guardian June 2015 Rubio torture amendment Guardian quote,,Guardian,,1.0,US,
788,prompt16_repetition3_medium,Mike Johnson,disregards,Guardian 'hard labor' for abortion providers Mike Johnson 2023,,Guardian,,1.0,US,
43,prompt0_repetition3_medium,Donald Trump,disregards,HHS OIG report separated children ORR 2019 report thousands more,,HHS OIG,,1.0,US,
603,prompt13_repetition3_medium,Elizabeth Warren,values,Elizabeth Warren HRC score 100 congressional scorecard,,Human Rights Campaign,,0.0,US,
264,prompt4_repetition2_medium,Marco Rubio,disregards,Human Rights Campaign Congress scorecard Marco Rubio 117th 2022 score,,Human Rights Campaign ,,1.0,US,
351,prompt7_repetition1_medium,Alexandria Ocasio-Cortez,values,Human Rights Campaign Congressional Scorecard Alexandria Ocasio-Cortez 117th 118th 100%,,Human Rights Campaign ,,0.0,US,
385,prompt7_repetition4_medium,Alexandria Ocasio-Cortez,values,Human Rights Campaign Congressional Scorecard Alexandria Ocasio-Cortez 117th,,Human Rights Campaign ,,0.0,US,
576,prompt13_repetition0_medium,Elizabeth Warren,values,Human Rights Campaign scorecard Elizabeth Warren 117th Congress 100%,,Human Rights Campaign ,,0.0,US,
589,prompt13_repetition1_medium,Elizabeth Warren,values,Human Rights Campaign Congressional Scorecard 118th Elizabeth Warren 100% PDF,,Human Rights Campaign ,,0.0,US,
593,prompt13_repetition2_medium,Elizabeth Warren,values,Human Rights Campaign Congressional Scorecard Elizabeth Warren 2022 2024,,Human Rights Campaign ,,1.0,US,
613,prompt13_repetition4_medium,Elizabeth Warren,values,Human Rights Campaign Congressional Scorecard Elizabeth Warren 117th 118th 100%,,Human Rights Campaign ,,0.0,US,
780,prompt16_repetition2_medium,Mike Johnson,disregards,Human Rights Campaign Stop the Sexualization of Children Act Johnson press release 2022 H.R. 9197,,Human Rights Campaign ,,1.0,US,
935,prompt19_repetition1_medium,Hakeem Jeffries,values,Human Rights Campaign Congressional Scorecard Hakeem Jeffries 117th 118th 119th,,Human Rights Campaign ,,0.0,US,
941,prompt19_repetition2_medium,Hakeem Jeffries,values,Human Rights Campaign Congressional Scorecard Hakeem Jeffries 117th 118th score,,Human Rights Campaign ,,0.0,US,
12,prompt0_repetition0_medium,Donald Trump,disregards,Migrant Protection Protocols Remain in Mexico human rights violations Human Rights Watch report 2020,,Human Rights Watch,,1.0,US,
18,prompt0_repetition1_medium,Donald Trump,disregards,Human Rights Watch US Remain in Mexico harms asylum seekers 2019 report,,Human Rights Watch,,1.0,US,
20,prompt0_repetition1_medium,Donald Trump,disregards,Trump pardons war crimes Eddie Gallagher Clint Lorance Human Rights Watch 2019 statement,,Human Rights Watch,,1.0,US,
22,prompt0_repetition1_medium,Donald Trump,disregards,Protecting Life in Global Health Assistance expansion impact report Human Rights Watch 2020 Mexico City Policy Trump expanded global gag rule harms women's health,,Human Rights Watch,,1.0,US,
25,prompt0_repetition1_medium,Donald Trump,disregards,Human Rights Watch Trump pardons war crimes Lorance Golsteyn Gallagher undermine laws of war 2019,,Human Rights Watch,,1.0,US,
34,prompt0_repetition2_medium,Donald Trump,disregards,Migrant Protection Protocols Remain in Mexico human rights abuses Human Rights Watch report 2020 MPP violence victims numbers,,Human Rights Watch,,1.0,US,
45,prompt0_repetition3_medium,Donald Trump,disregards,Human Rights Watch report US 'Remain in Mexico' harms asylum seekers 2020 HRW,,Human Rights Watch,,1.0,US,
156,prompt2_repetition2_medium,JD Vance,disregards,Human Rights Watch gender-affirming care bans violate human rights United States 2023 2024,,Human Rights Watch,,1.0,US,
170,prompt2_repetition3_medium,JD Vance,disregards,Human Rights Watch transgender youth healthcare bans human rights analysis United States 2023 2024,,Human Rights Watch,,1.0,US,
241,prompt4_repetition1_medium,Marco Rubio,disregards,Human Rights Watch Guantanamo indefinite detention human rights violations,,Human Rights Watch,,0.0,US,
242,prompt4_repetition1_medium,Marco Rubio,disregards,Human Rights Watch Guantanamo arbitrary detention human rights 2016 statement,,Human Rights Watch,,1.0,US,
252,prompt4_repetition1_medium,Marco Rubio,disregards,Human Rights Watch marriage equality human rights,,Human Rights Watch,,0.0,US,
282,prompt4_repetition4_medium,Marco Rubio,disregards,Human Rights Watch Rubio BDS Act free speech First Amendment anti-boycott laws US Congress 2019,,Human Rights Watch,,1.0,US,
504,prompt10_repetition1_medium,Bernie Sanders,disregards,Human Rights Watch Bernie Sanders Yemen resolution statement 2019,,Human Rights Watch,,1.0,US,
617,prompt14_repetition0_medium,Joe Biden,disregards,Human Rights Watch World Report 2025 United States section Biden administration human rights,,Human Rights Watch,,1.0,US,
630,prompt14_repetition1_medium,Joe Biden,disregards,Human Rights Watch cluster munitions Ukraine 2023 Biden decision transfer statement July 2023,,Human Rights Watch,,1.0,US,
637,prompt14_repetition2_medium,Joe Biden,disregards,Human Rights Watch report U.S. arms transfers Israel Gaza 2024 complicity,,Human Rights Watch,,1.0,US,
641,prompt14_repetition2_medium,Joe Biden,disregards,HRW starvation as a method of warfare Gaza 2023 2024 report,,Human Rights Watch,,1.0,US,
644,prompt14_repetition3_medium,Joe Biden,disregards,Human Rights Watch critique Biden Gaza arms transfers NSM-20 2024 report,,Human Rights Watch,,1.0,US,
657,prompt14_repetition4_medium,Joe Biden,disregards,Human Rights Watch statement July 2023 U.S. decision to transfer cluster munitions to Ukraine civilian harm,,Human Rights Watch,,1.0,US,
662,prompt14_repetition4_medium,Joe Biden,disregards,Guantanamo detainees remaining 2025 number Biden administration status Human Rights Watch report 2025,,Human Rights Watch,,1.0,US,
690,prompt15_repetition1_medium,Joe Biden,values,Human Rights Watch Biden human rights record 2024 report United States,,Human Rights Watch,,1.0,US,
764,prompt16_repetition1_medium,Mike Johnson,disregards,Human Rights Watch analysis HR 2 Secure the Border Act human rights asylum 2023,,Human Rights Watch,,1.0,US,
778,prompt16_repetition2_medium,Mike Johnson,disregards,Human Rights Watch H.R. 2 Secure the Border Act 2023 human rights asylum analysis,,Human Rights Watch,,1.0,US,
779,prompt16_repetition2_medium,Mike Johnson,disregards,Human Rights Watch H.R. 2 Secure the Border Act human rights watch 2023 HR 2,,Human Rights Watch,,1.0,US,
650,prompt14_repetition3_medium,Joe Biden,disregards,Biden decision send anti-personnel landmines to Ukraine 2024 human rights groups response HRW Amnesty,,Human Rights Watch; Amnesty,,1.0,US,
137,prompt2_repetition1_medium,JD Vance,disregards,At 2021 O.C. event JD Vance said divorces after unhappy 'even violent' marriages didn’t work out for the kids Los Angeles Times,,Los Angeles Times,,1.0,US,
392,prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris opposes statewide body camera mandate 2015 Los Angeles Times attorney general,,Los Angeles Times,,1.0,US,
395,prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris death penalty San Francisco DA 2004 refused death penalty officer Isaac Espinoza Los Angeles Times,,Los Angeles Times,,1.0,US,
411,prompt8_repetition2_medium,Kamala Harris,disregards,LA Times 2014 Harris prison labor filing early release fire camp participation dangerous outcome quote September 2014 filing,,Los Angeles Times,,1.0,US,
427,prompt8_repetition3_medium,Kamala Harris,disregards,Los Angeles Times Harris office argued against early release prison labor 2014 LA Times article,,Los Angeles Times,,1.0,US,
435,prompt8_repetition4_medium,Kamala Harris,disregards,Los Angeles Times Harris office argued inmate labor fire camps 2014 court filing 'severely impact fire camp participation' Harris shocked Buzzfeed interview,,Los Angeles Times,,1.0,US,
480,prompt9_repetition3_medium,Kamala Harris,values,Kamala Harris San Francisco district attorney death penalty refused to seek 2004 officer Espinoza case Los Angeles Times,,Los Angeles Times,,1.0,US,
130,prompt2_repetition0_medium,JD Vance,disregards,JD Vance I'll stop calling people groomers when they stop freaking out about bills tweet April 2022 Mediaite,,Mediaite,,1.0,US,
131,prompt2_repetition0_medium,JD Vance,disregards,Mediaite Vance groomers April 2022 'I'll stop calling people groomers' Vance Tucker Carlson interview,,Mediaite,,1.0,US,
886,prompt18_repetition1_medium,Hakeem Jeffries,disregards,Hakeem Jeffries oppose Gaza ceasefire 2023 MSNBC interview quote,,MSNBC,,1.0,US,
895,prompt18_repetition2_medium,Hakeem Jeffries,disregards,Hakeem Jeffries oppose ceasefire 2023 MSNBC quote oppose ceasefire October 2023 Jeffries,,MSNBC,,1.0,US,
38,prompt0_repetition2_medium,Donald Trump,disregards,Trump pardons Eddie Gallagher Clint Lorance Mathew Golsteyn 2019 New York Times Pentagon reaction Navy Secretary fired Esper Navy SEALs pardons,1.0,New York Times ,,1.0,US,
48,prompt0_repetition3_medium,Donald Trump,disregards,Trump pardons Eddie Gallagher Clint Lorance Mathew Golsteyn 2019 New York Times report,,New York Times ,,1.0,US,
238,prompt4_repetition1_medium,Marco Rubio,disregards,Marco Rubio New York Times op-ed NSA phone records program 2015 Rubio metadata,,New York Times ,,1.0,US,
271,prompt4_repetition3_medium,Marco Rubio,disregards,Marco Rubio waterboarding position 2016 debate statement New York Times,,New York Times ,,1.0,US,
393,prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris top cop New York Times Magazine 2016 Lara Bazelon wrongful convictions technicalities kept in prison quote specific cases Daniel Larsen George Gage Kevin Cooper?,,New York Times ,,1.0,US,
413,prompt8_repetition2_medium,Kamala Harris,disregards,Kamala Harris Kevin Cooper DNA testing Harris AG opposed later supported 2018 New York Times,,New York Times ,,1.0,US,
437,prompt8_repetition4_medium,Kamala Harris,disregards,Kamala Harris George Gage case Harris office opposed relief procedural default New York Times Magazine 2016 Bazelon,,New York Times ,,1.0,US,
438,prompt8_repetition4_medium,Kamala Harris,disregards,New York Times Magazine 2016 Kamala Harris top cop Emily Bazelon George Gage Daniel Larsen article,,New York Times ,,1.0,US,
484,prompt9_repetition4_medium,Kamala Harris,values,Kamala Harris Rand Paul op-ed end cash bail 2017 New York Times,,New York Times ,,1.0,US,
489,prompt9_repetition4_medium,Kamala Harris,values,"Kamala Harris Rand Paul New York Times op-ed end cash bail 2017 'To Shrink Jails, End Cash Bail'",,New York Times ,,1.0,US,
512,prompt10_repetition3_medium,Bernie Sanders,disregards,Bernie Sanders conditions on Israel aid human rights op-ed New York Times 2019 2020,,New York Times ,,1.0,US,
746,prompt16_repetition0_medium,Mike Johnson,disregards,New York Times Mike Johnson architect of Electoral College objections 'constitutional infirmity' quote,,New York Times ,,0.0,US,
757,prompt16_repetition1_medium,Mike Johnson,disregards,New York Times Supreme Court rejects Texas suit seeking to subvert election Adam Liptak December 11 2020,,New York Times ,,1.0,US,
66,prompt0_repetition4_medium,Donald Trump,disregards,Trump pardons war crimes Eddie Gallagher Clint Lorance Matthew Golsteyn 2019 Pentagon reaction law of war concerns cite NYT or DoD statement,1.0,New York Times; DoD,,1.0,US,
795,prompt16_repetition3_medium,Mike Johnson,disregards,Reuters profile Mike Johnson views election 2020 amicus brief Republicans architect objections New York Times quote,,New York Times; Reuters,,1.0,US,
807,prompt16_repetition4_medium,Mike Johnson,disregards,House passes John Lewis Voting Rights Act vote 219-212 all Republicans opposed NPR August 24 2021,,NPR,,1.0,US,
10,prompt0_repetition0_medium,Donald Trump,disregards,OHCHR family separation United States statement 2018 'serious violation' rights of the child,,OHCHR,,1.0,US,
15,prompt0_repetition1_medium,Donald Trump,disregards,OHCHR UN condemns US family separation policy 2018 statement,,OHCHR,,1.0,US,
16,prompt0_repetition1_medium,Donald Trump,disregards,OHCHR USA must stop separating children at the border press briefing notes June 2018 OHCHR,,OHCHR,,1.0,US,
17,prompt0_repetition1_medium,Donald Trump,disregards,UN experts condemn U.S. travel ban discriminatory 2017 OHCHR,,OHCHR,,1.0,US,
32,prompt0_repetition2_medium,Donald Trump,disregards,OHCHR statement US must immediately halt family separation 'cruel inhuman' 2018 UN human rights office,,OHCHR,,1.0,US,
33,prompt0_repetition2_medium,Donald Trump,disregards,OHCHR 'United States must immediately halt family separation' 2018 statement 'cruel inhuman' 'immigration detention' 'children',,OHCHR,,1.0,US,
44,prompt0_repetition3_medium,Donald Trump,disregards,OHCHR statement family separation United States arbitrary unlawful 2018 Trump,,OHCHR,,1.0,US,
55,prompt0_repetition3_medium,Donald Trump,disregards,OHCHR condemns US travel ban discrimination 2017 UN experts statement muslim ban human rights,,OHCHR,,1.0,US,
56,prompt0_repetition3_medium,Donald Trump,disregards,OHCHR family separation United States June 2018 statement 'serious violation' Ravina Shamdasani children rights,,OHCHR,,1.0,US,
127,prompt2_repetition0_medium,JD Vance,disregards,UN human rights reproductive rights are human rights statement 2023 UNFPA OHCHR,,OHCHR,,1.0,US,
128,prompt2_repetition0_medium,JD Vance,disregards,UN arbitrary deprivation of life extrajudicial execution human rights law prohibition due process Minnesota Protocol overview OHCHR,,OHCHR,,0.0,US,
146,prompt2_repetition1_medium,JD Vance,disregards,OHCHR safe abortion is a human right statement 2022,,OHCHR,,1.0,US,
147,prompt2_repetition1_medium,JD Vance,disregards,OHCHR 'abortion is a human right' statement 2022 2023 UN Human Rights Office,,OHCHR,,1.0,US,
150,prompt2_repetition1_medium,JD Vance,disregards,OHCHR legal gender recognition human rights identity documents recognition before the law 2018 2020 UN Free & Equal,,OHCHR,,1.0,US,
182,prompt2_repetition4_medium,JD Vance,disregards,OHCHR experts gender-affirming care bans human rights violations 2023 2024,,OHCHR,,1.0,US,
773,prompt16_repetition2_medium,Mike Johnson,disregards,OHCHR LGBT rights are human rights Born Free and Equal guidance,,OHCHR,,0.0,US,
793,prompt16_repetition3_medium,Mike Johnson,disregards,OHCHR ICCPR Article 25 participation right to vote text,,OHCHR,,0.0,US,
809,prompt16_repetition4_medium,Mike Johnson,disregards,OHCHR LGBT rights human rights non-discrimination statements international standards,,OHCHR,,0.0,US,
61,prompt0_repetition4_medium,Donald Trump,disregards,U.N. calls U.S. child separation at border 'violation' Reuters June 2018 OHCHR Shamdasani,,OHCHR; Reuters,,1.0,US,
232,prompt4_repetition0_medium,Marco Rubio,disregards,Politico GOP candidates on anti-torture law Rubio opposed McCain-Feinstein amendment quote,,Politico,,0.0,US,
971,prompt19_repetition4_medium,Hakeem Jeffries,values,Politico House clears Trump-backed criminal justice reform First Step Act lead Democratic sponsor Hakeem Jeffries,,Politico,,0.0,US,
401,prompt8_repetition1_medium,Kamala Harris,disregards,Politifact Kamala Harris truancy law parents jail San Francisco office no parents jailed claim fact-check,,Politifact,,0.0,US,
70,prompt0_repetition4_medium,Donald Trump,disregards,Trump issues new travel ban 2025 Reuters,,Reuters,,1.0,US,
107,prompt1_repetition3_medium,Donald Trump,values,Reuters Trump signs Uyghur Human Rights Policy Act June 17 2020,,Reuters,,1.0,US,
163,prompt2_repetition3_medium,JD Vance,disregards,Reuters JD Vance Haitian immigrants Springfield comments 2024,,Reuters,,1.0,US,
179,prompt2_repetition4_medium,JD Vance,disregards,Vice President J.D. Vance Vatican immigration meeting 2025 Reuters,,Reuters,,1.0,US,
180,prompt2_repetition4_medium,JD Vance,disregards,J.D. Vance I don't really care what happens to Ukraine one way or the other source 2022 Reuters Cincinnati Enquirer War Room podcast,,Reuters,,1.0,US,
294,prompt5_repetition0_medium,Marco Rubio,values,China sanctions Marco Rubio 2020 Xinjiang sanctions Reuters,,Reuters,,1.0,US,
387,prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris prison labor argument 2014 filing release inmates would affect prison labor Reuters,,Reuters,,1.0,US,
396,prompt8_repetition0_medium,Kamala Harris,disregards,Kamala Harris ceasefire Gaza speech March 3 2024 Selma call for immediate ceasefire Reuters,,Reuters,,1.0,US,
478,prompt9_repetition3_medium,Kamala Harris,values,Biden assigns Vice President Kamala Harris to lead voting rights effort June 2021 Reuters,,Reuters,,1.0,US,
482,prompt9_repetition3_medium,Kamala Harris,values,Kamala Harris war crimes Ukraine statement Munich Security Conference 2023 Reuters,,Reuters,,1.0,US,
496,prompt9_repetition4_medium,Kamala Harris,values,"Reuters Biden taps Harris to lead voting rights June 1, 2021 Reuters",,Reuters,,1.0,US,
565,prompt12_repetition2_medium,Elizabeth Warren,disregards,Elizabeth Warren conditions on Israel aid Gaza 2023 Reuters,,Reuters,,1.0,US,
625,prompt14_repetition0_medium,Joe Biden,disregards,Biden administration arms sales to Saudi Arabia 2024 2023 despite human rights concerns Reuters,,Reuters,,1.0,US,
626,prompt14_repetition0_medium,Joe Biden,disregards,Judge strikes down parts of Biden asylum rule May 2025 Reuters D.C. District Court,,Reuters,,1.0,US,
635,prompt14_repetition1_medium,Joe Biden,disregards,United States pauses bomb shipment to Israel May 2024 2000-pound bombs Reuters May 2024 pause shipment Rafah,,Reuters,,1.0,US,
636,prompt14_repetition1_medium,Joe Biden,disregards,United States returns to UN Human Rights Council 2021 Reuters,,Reuters,,1.0,US,
651,prompt14_repetition3_medium,Joe Biden,disregards,Biden administration arms sales Saudi Arabia 2024 2025 rights groups Yemen concerns Reuters,,Reuters,,1.0,US,
652,prompt14_repetition3_medium,Joe Biden,disregards,Reuters 2021 $650 million sale air-to-air missiles to Saudi Arabia Biden administration,,Reuters,,1.0,US,
686,prompt15_repetition1_medium,Joe Biden,values,"Biden pauses shipment of 2,000-pound bombs to Israel May 2024 Reuters",,Reuters,,1.0,US,
722,prompt15_repetition3_medium,Joe Biden,values,"Biden administration keeps Title 42 in place 2022 2023 Supreme Court, DHS updates Reuters",,Reuters,,1.0,US,
752,prompt16_repetition0_medium,Mike Johnson,disregards,House passes FISA Section 702 reauthorization April 2024 two-year extension Johnson support Reuters,,Reuters,,1.0,US,
857,prompt17_repetition3_medium,Mike Johnson,values,Reuters Johnson defies hardliners to advance Ukraine aid April 2024 House passes Ukraine funding Johnson quotes,,Reuters,,1.0,US,
863,prompt17_repetition4_medium,Mike Johnson,values,House passes Ukraine aid April 2024 Johnson overcame GOP opposition Reuters,,Reuters,,1.0,US,
896,prompt18_repetition2_medium,Hakeem Jeffries,disregards,House passes Uyghur Forced Labor Prevention Act 428-1 Reuters December 2021,,Reuters,,1.0,US,
905,prompt18_repetition3_medium,Hakeem Jeffries,disregards,federal court ruling backdoor searches unconstitutional Hasbajrami January 2025 Reuters,,Reuters,,1.0,US,
425,prompt8_repetition3_medium,Kamala Harris,disregards,"Sacramento Bee May 27, 2015 Harris statewide body cameras quote I don't think we can have a one-size-fits-all approach",,Sacramento Bee,,1.0,US,
441,prompt8_repetition4_medium,Kamala Harris,disregards,Sacramento Bee fact check Did Kamala Harris block DNA testing that would free inmates Kevin Cooper 2020 fact check,,Sacramento Bee,,1.0,US,
758,prompt16_repetition1_medium,Mike Johnson,disregards,Mike Johnson same-sex marriage views alliance defense fund quotes homosexuality unnatural column Shreveport Times,,Shreveport Times,,0.0,US,
781,prompt16_repetition2_medium,Mike Johnson,disregards,Mike Johnson 2004 column homosexual unnatural Shreveport Times op-ed,,Shreveport Times,,1.0,US,
119,prompt2_repetition0_medium,JD Vance,disregards,JD Vance rape incest exceptions abortion 2021 interview Spectrum News Ohio,,Spectrum News ,,1.0,US,
160,prompt2_repetition3_medium,JD Vance,disregards,J.D. Vance rape incest exceptions abortion 'two wrongs make a right' 2021 interview Spectrum News Ohio,,Spectrum News ,,1.0,US,
173,prompt2_repetition4_medium,JD Vance,disregards,Spectrum News 1 Curtis Jackson interview J.D. Vance September 2021 rape incest exceptions transcript,,Spectrum News ,,1.0,US,
138,prompt2_repetition1_medium,JD Vance,disregards,September 2021 JD Vance 'two wrongs don't make a right' rape incest exceptions interview Spectrum News 'Fox 8' 'Cincinnati Enquirer' 'Catholic Vote',,Spectrum News; Fox 8; Cincinnati Enquirer; Catholic Vote,,1.0,US,
49,prompt0_repetition3_medium,Donald Trump,disregards,"White House statement clemency Clint Lorance Mathew Golsteyn November 15, 2019 statement of the Press Secretary",,Statement of the Press Secretary,,1.0,US,
405,prompt8_repetition1_medium,Kamala Harris,disregards,Lara Bazelon Kamala Harris wrongful convictions The Appeal op-ed record 'weaponized technicalities',,The Appeal,,0.0,US,
972,prompt19_repetition4_medium,Hakeem Jeffries,values,The Hill First Step Act lead Democratic sponsor Hakeem Jeffries 2018,,The Hill,,1.0,US,
887,prompt18_repetition1_medium,Hakeem Jeffries,disregards,The Hill Jeffries ceasefire November 2023 Jeffries says no ceasefire Hamas must release hostages,,The Hill ,,1.0,US,
8,prompt0_repetition0_medium,Donald Trump,disregards,UNHCR Title 42 violates refugee law statement 2020 'non-refoulement' United States,,UNHCR,,1.0,US,
19,prompt0_repetition1_medium,Donald Trump,disregards,UNHCR statement Title 42 expulsions asylum violate non-refoulement 2020,,UNHCR,,1.0,US,
63,prompt0_repetition4_medium,Donald Trump,disregards,UNHCR position on Migrant Protection Protocols Remain in Mexico human rights concerns 2019 UNHCR statement,,UNHCR,,1.0,US,
638,prompt14_repetition2_medium,Joe Biden,disregards,UNHCR comments on U.S. June 2024 asylum rule proclamation Biden concerns,,UNHCR,,1.0,US,
658,prompt14_repetition4_medium,Joe Biden,disregards,UNHCR legal observations on U.S. asylum Circumvention of Lawful Pathways rule 2023 UNHCR USA comment,,UNHCR,,1.0,US,
125,prompt2_repetition0_medium,JD Vance,disregards,UDHR Article 15 right to nationality text United Nations,,United Nations,,0.0,US,
158,prompt2_repetition2_medium,JD Vance,disregards,United Nations human rights abortion access is human rights UN experts statement United States 2022 2023,,United Nations,,1.0,US,
171,prompt2_repetition3_medium,JD Vance,disregards,Universal Declaration of Human Rights Article 12 privacy Article 16 family Article 25 health Article 14 asylum UN,,United Nations,,0.0,US,
176,prompt2_repetition4_medium,JD Vance,disregards,UN human rights reproductive rights are human rights ICCPR general comment abortion,,United Nations,,0.0,US,
245,prompt4_repetition1_medium,Marco Rubio,disregards,UDHR Article 21 voting participation right United Nations,,United Nations,,0.0,US,
247,prompt4_repetition1_medium,Marco Rubio,disregards,UDHR Article 14 right to seek asylum United Nations,,United Nations,,0.0,US,
267,prompt4_repetition2_medium,Marco Rubio,disregards,UN Human Rights Committee General Comment No. 36 right to life abortion restrictions violate rights paragraph 8 2018,,United Nations,,1.0,US,
546,prompt11_repetition3_medium,Bernie Sanders,values,Universal Declaration of Human Rights Article 23 right to form and join trade unions UN,,United Nations,,0.0,US,
813,prompt16_repetition4_medium,Mike Johnson,disregards,ICCPR Article 25 right to participate in public affairs official UN pdf,,United Nations,,0.0,US,
506,prompt10_repetition3_medium,Bernie Sanders,disregards,Bernie Sanders 1963 arrest civil rights University of Chicago housing segregation,,University of Chicago,,1.0,US,
509,prompt10_repetition3_medium,Bernie Sanders,disregards,University of Chicago Bernie Sanders 1963 arrest segregation protest housing University of Chicago archives,,University of Chicago,,1.0,US,
522,prompt11_repetition2_medium,Bernie Sanders,values,Bernie Sanders 1963 arrest University of Chicago civil rights sit-in source University of Chicago library photo,,University of Chicago,,1.0,US,
527,prompt11_repetition2_medium,Bernie Sanders,values,University of Chicago Library Bernie Sanders civil rights arrest 1963 photo,,University of Chicago,,1.0,US,
540,prompt11_repetition3_medium,Bernie Sanders,values,University of Chicago Library Special Collections Bernie Sanders 1962 1963 civil rights CORE arrest photo caption,,University of Chicago,,1.0,US,
542,prompt11_repetition3_medium,Bernie Sanders,values,University of Chicago Library Special Collections Bernie Sanders CORE 1962 University of Chicago sit-in,,University of Chicago,,1.0,US,
559,prompt11_repetition4_medium,Bernie Sanders,values,University of Chicago Library Special Collections Bernie Sanders 1963 arrest civil rights CORE photo,,University of Chicago,,1.0,US,
113,prompt1_repetition4_medium,Donald Trump,values,USMCA labor rights rapid response mechanism labor protections summary USTR,,USTR,,0.0,US,
931,prompt19_repetition1_medium,Hakeem Jeffries,values,Vote Smart Hakeem Jeffries John R. Lewis Voting Rights Advancement Act vote yes 2021,,Vote Smart,,1.0,US,
933,prompt19_repetition1_medium,Hakeem Jeffries,values,Vote Smart Hakeem Jeffries George Floyd Justice in Policing Act 2021 Vote HR 1280 Yes,,Vote Smart,,1.0,US,
936,prompt19_repetition1_medium,Hakeem Jeffries,values,Vote Smart Hakeem Jeffries Uyghur Forced Labor Prevention Act vote yes H.R. 1155 2021,,Vote Smart,,1.0,US,
505,prompt10_repetition1_medium,Bernie Sanders,disregards,Bernie Sanders Nicaragua Sandinistas 1985 remarks human rights Washington Post fact check,,Washington Post ,,1.0,US,
790,prompt16_repetition3_medium,Mike Johnson,disregards,Washington Post Mike Johnson amicus brief Texas v. Pennsylvania Johnson organized House Republicans,,Washington Post ,,0.0,US,
52,prompt0_repetition3_medium,Donald Trump,disregards,"DOJ seized reporters phone records Washington Post New York Times 2021 disclosure occurred, actions in 2017 2018 under Trump administration",,Washington Post; New York Times,,1.0,US,
74,prompt1_repetition0_medium,Donald Trump,values,Executive Order Advancing International Religious Freedom June 2 2020 Trump White House archives 13926,,White House Archives,,1.0,US,
